,registro_funcional,num_vinculo,dc_cargo_base,grupo_cargo_base,nivel_cargo_base,segmento_cargo_base,referencia_cargo_comissao,relacao_juridica,qt_hora_jornada_semanal,dc_orgao,qtd_servidores_orgao,ano_nascimento,sexo,raca,pessoa_com_deficiencia,vl_remuneracao_base_mensal,vl_outro_elemento_remuneracao,vl_remuneracao_total_bruta,cedido,tempo_exercicio_dias
646,6312292,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,AGRONOMIA,,EFETIVO,40,SUBPREFEITURA FREGUESIA DO O/BRASILANDIA,181.0,1960,M,BRANCA,NAO,,,0.0,False,10885
647,6312322,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,PEDAGOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1960,F,BRANCA,NAO,14854.95,2491.92,17346.87,False,10884
648,6312870,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,SOCIOLOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1963,M,BRANCA,NAO,14854.95,2079.69,16934.64,True,10893
649,6312888,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,SOCIOLOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1963,F,BRANCA,NAO,16043.35,2658.29,18701.64,False,10901
650,6316034,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1959,F,BRANCA,NAO,14854.95,2491.92,17346.87,False,10566
651,6318461,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,SOCIOLOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1964,M,BRANCA,NAO,16043.35,3977.42,20020.77,False,10856
652,6318533,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1960,M,BRANCA,NAO,10602.36,412.23,11014.59,False,10864
653,6330401,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1959,F,BRANCA,NAO,16043.35,4283.84,20327.19,False,10877
654,6332480,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SUBPREFEITURA VILA PRUDENTE,110.0,1957,F,BRANCA,NAO,14854.95,2491.92,17346.87,False,10867
655,6334024,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1964,F,BRANCA,NAO,16043.35,2246.06,18289.41,True,10863
656,6337759,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1958,F,BRANCA,NAO,9013.75,1674.15,10687.9,False,10856
657,6337813,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA VILA MARIA/VILA GUILHERME,145.0,1970,F,BRANCA,NAO,8810.28,3054.54,11864.82,False,3010
658,6340130,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,PEDAGOGIA,,EFETIVO,40,SUBPREFEITURA IPIRANGA,138.0,1961,F,BRANCA,NAO,14854.95,2491.92,17346.87,False,10872
659,6340172,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,DAS15,EFETIVO,40,SUBPREFEITURA SAO MIGUEL,264.0,1967,M,BRANCA,NAO,9627.3,3228.73,12856.03,False,3278
660,6341144,2,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1972,F,BRANCA,NAO,7575.84,,7575.84,True,4657
661,6342507,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1968,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4609
662,6342973,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,III,SOCIOLOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1958,F,BRANCA,NAO,12280.86,2866.49,15147.35,False,10807
663,6344801,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA SAO MIGUEL,264.0,1972,F,BRANCA,NAO,8391.09,39.26,8430.35,False,3257
664,6346332,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1959,M,BRANCA,NAO,14854.95,2491.92,17346.87,False,10797
665,6346731,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,,EFETIVO,40,CONTROLADORIA GERAL DO MUNICIPIO,175.0,1966,F,PARDA,NAO,19283.32,6109.85,25393.17,False,10822
666,6354807,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,II,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1970,F,PARDA,NAO,8862.67,1628.79,10491.46,False,7995
667,6356125,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1965,F,PARDA,NAO,7650.19,1483.25,9133.44,False,4629
668,6356354,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,III,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1969,F,BRANCA,NAO,10734.08,3888.12,14622.2,True,7996
669,6356800,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1969,F,BRANCA,NAO,7614.21,,7614.21,False,3997
670,6357733,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,II,CIENCIAS CONTABEIS,,EFETIVO,40,SUBPREFEITURA ITAQUERA,205.0,1965,F,PARDA,NAO,8978.15,1501.72,10479.87,False,7960
671,6360751,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,II,CIENCIAS CONTABEIS,DAS10,EFETIVO,40,GABINETE DO PREFEITO,865.0,1968,M,BRANCA,NAO,,,0.0,False,8708
672,6362567,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,III,CIENCIAS CONTABEIS,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1955,F,BRANCA,NAO,10528.87,1886.27,12415.14,False,8725
673,6377556,2,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,III,TECNOLOGIA EM CONSTRUCAO CIVIL,,EFETIVO,40,SUBPREFEITURA VILA MARIA/VILA GUILHERME,145.0,1961,M,BRANCA,NAO,12280.86,5028.76,17309.62,False,10544
674,6380328,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1962,F,BRANCA,NAO,6183.12,1442.75,7625.87,False,1158
675,6387012,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,DAS12,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1965,M,BRANCA,NAO,16759.53,2658.29,19417.82,False,10776
676,6389872,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,III,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1959,M,BRANCA,NAO,11371.17,3801.23,15172.4,False,10419
677,6390269,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1969,F,PARDA,NAO,8077.17,412.23,8489.4,False,4609
678,6394060,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,DAS12,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1959,M,BRANCA,NAO,11318.33,1896.56,13214.89,False,10745
679,6394213,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1956,M,BRANCA,NAO,19541.48,3148.03,22689.51,False,10740
680,6395392,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,163.0,1959,F,BRANCA,NAO,21512.93,10222.05,31734.98,False,10734
681,6395554,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1956,M,BRANCA,NAO,13850.58,412.23,14262.81,False,10734
682,6396372,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1958,F,BRANCA,NAO,19541.48,3148.03,22689.51,False,10732
683,6396445,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA JABAQUARA,122.0,1964,F,BRANCA,NAO,,,0.0,False,10731
684,6399291,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,DAS14,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1957,M,BRANCA,NAO,15889.39,3403.26,19292.65,False,10725
685,6399312,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,DAS12,EFETIVO,40,SUBPREFEITURA M'BOI MIRIM,109.0,1959,M,BRANCA,NAO,19699.43,1303.18,21002.61,False,10730
686,6399347,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1971,F,BRANCA,NAO,6756.85,1361.7,8118.55,False,3985
687,6399371,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA CIVIL,,EFETIVO,40,SUBPREFEITURA CAMPO LIMPO,158.0,1960,M,BRANCA,NAO,17193.47,5456.26,22649.73,False,10727
688,6421938,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE MOBILIDADE E TRANSPORTES,59.0,1961,M,BRANCA,NAO,16306.95,412.23,16719.18,False,10725
689,6423019,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1961,M,BRANCA,NAO,11874.63,412.23,12286.86,False,10718
690,6423060,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1963,F,BRANCA,NAO,18093.95,4798.78,22892.73,False,10710
691,6424341,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1954,M,BRANCA,NAO,18093.95,2945.38,21039.33,False,10692
692,6424384,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1958,M,AMARELA,NAO,14887.15,2496.43,17383.58,False,10709
693,6424431,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1957,M,BRANCA,NAO,14324.0,1846.75,16170.75,False,10697
694,6425631,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1957,M,BRANCA,NAO,13850.58,274.82,14125.4,False,10699
695,6426115,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1959,M,BRANCA,NAO,19541.48,3148.03,22689.51,False,10710
696,6426620,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1959,M,BRANCA,NAO,18093.95,2945.38,21039.33,False,10731
697,6427006,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1957,M,BRANCA,NAO,18093.95,5745.11,23839.06,False,10697
698,6427146,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1965,F,BRANCA,NAO,17013.94,2794.18,19808.12,False,10706
699,6429351,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA MOOCA,192.0,1963,F,BRANCA,NAO,16753.67,2757.74,19511.41,False,10719
700,6429734,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1964,F,BRANCA,NAO,18809.92,6830.91,25640.83,False,10719
701,6429840,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,GEOLOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1964,M,BRANCA,NAO,19541.48,4460.33,24001.81,False,10706
702,6432921,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1969,F,PARDA,NAO,7575.84,412.23,7988.07,False,4259
703,6444652,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA CIVIL,,EFETIVO,40,SUBPREFEITURA CAMPO LIMPO,158.0,1960,F,BRANCA,NAO,18175.94,5770.25,23946.19,False,10663
704,6445853,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA LAPA,174.0,1958,M,BRANCA,NAO,,,0.0,False,10670
705,6446639,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1960,F,BRANCA,NAO,10602.36,412.23,11014.59,False,10688
706,6449697,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,ESTATISTICA,,EFETIVO,40,GABINETE DO PREFEITO,865.0,1964,M,BRANCA,NAO,16043.35,3879.27,19922.62,False,10670
707,6454836,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,DAS14,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1966,F,AMARELA,NAO,15785.98,2491.92,18277.9,False,10657
708,6457827,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1960,F,BRANCA,NAO,13900.23,2240.48,16140.71,False,10650
709,6457894,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1963,F,BRANCA,NAO,9164.83,412.23,9577.06,False,10662
710,6458271,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1965,F,AMARELA,NAO,13754.58,2337.87,16092.45,False,10641
711,6460763,3,ANALISTA DE MEIO AMBIENTE,QAA,I,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1962,M,BRANCA,NAO,7215.11,412.23,7627.34,False,3682
712,6460879,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,163.0,1955,M,BRANCA,NAO,18093.95,8564.47,26658.42,False,10642
713,6460933,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1961,M,PRETA,NAO,14958.63,412.23,15370.86,False,10636
714,6463011,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1959,M,BRANCA,NAO,14958.63,4587.3,19545.93,True,10649
715,6463029,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1965,M,BRANCA,NAO,20257.45,412.23,20669.68,False,10643
716,6463088,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA CAMPO LIMPO,158.0,1962,M,BRANCA,NAO,,,0.0,True,10642
717,6463177,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,SOCIOLOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1965,F,BRANCA,NAO,13754.58,4434.0,18188.58,False,10656
718,6463789,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1955,F,BRANCA,NAO,16219.25,2682.92,18902.17,False,10642
719,6465064,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,ESTATISTICA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1964,M,AMARELA,NAO,14854.95,412.23,15267.18,False,10664
720,6465129,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,III,ESTATISTICA,,EFETIVO,40,SUBPREFEITURA VILA MARIANA,152.0,1962,F,BRANCA,NAO,12280.86,2131.55,14412.41,False,10642
721,6468853,1,ESP DESENVOLVIMENTO URBANO,PCCS,II,TECNOLOGIA EM MECANICA,,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1967,M,BRANCA,NAO,6851.89,,6851.89,True,10655
722,6469051,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1969,M,PARDA,NAO,10145.8,412.23,10558.03,False,3297
723,6469264,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1949,M,PARDA,NAO,13754.58,1925.64,15680.22,True,10626
724,6470301,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,163.0,1969,M,BRANCA,NAO,9025.07,1700.48,10725.55,False,3019
725,6481922,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,SOCIOLOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1962,M,PRETA,NAO,14854.95,412.23,15267.18,False,10634
726,6481965,1,ESP ADM ORÇAMENTO E FINANÇAS PÚBLICAS,PCCS,III,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1965,M,BRANCA,NAO,9018.81,2272.6,11291.41,False,10629
727,6482091,1,ENGENHEIRO,QPDU,I,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,163.0,1963,M,BRANCA,NAO,10142.6,2371.69,12514.29,False,10632
728,6482988,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,II,,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1967,M,BRANCA,NAO,24175.55,8931.34,33106.89,False,10628
729,6483453,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA CIDADE ADEMAR,91.0,1960,M,BRANCA,NAO,16753.67,4481.85,21235.52,False,10628
730,6485227,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA PINHEIROS,153.0,1963,F,BRANCA,NAO,8309.1,,8309.1,True,3293
731,6485286,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA VILA MARIANA,152.0,1960,F,BRANCA,NAO,18093.95,2945.38,21039.33,False,10615
732,6486347,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1962,F,BRANCA,NAO,17469.64,2757.74,20227.38,False,10614
733,6486886,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1964,M,BRANCA,NAO,13456.96,412.23,13869.19,False,10613
734,6486894,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1961,M,NAO INFORMADO,NAO,10602.36,1963.36,12565.72,False,10613
735,6487823,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1958,M,BRANCA,NAO,18093.95,2945.38,21039.33,False,10611
736,6487831,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA SANTANA/TUCURUVI,183.0,1965,F,BRANCA,NAO,14958.63,412.23,15370.86,False,10611
737,6490069,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS ECONOMICAS,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1955,M,BRANCA,NAO,16802.53,6204.03,23006.56,False,10612
738,6490212,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,DAS10,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1966,F,BRANCA,NAO,15459.81,2506.43,17966.24,False,10611
739,6490409,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1969,M,BRANCA,NAO,7878.88,1868.64,9747.52,False,4812
740,6490794,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1966,F,BRANCA,NAO,16753.67,5353.72,22107.39,False,10608
741,6490913,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA SANTANA/TUCURUVI,183.0,1954,M,BRANCA,NAO,13850.58,4443.81,18294.39,False,10604
742,6491057,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,20,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1972,F,BRANCA,NAO,4171.34,1078.86,5250.2,False,6209
743,6492266,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1962,M,BRANCA,NAO,16753.67,5584.56,22338.23,True,10604
744,6492835,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1951,M,BRANCA,NAO,16753.67,2639.96,19393.63,False,10607
745,6494439,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1965,M,AMARELA,NAO,24175.55,16810.47,40986.02,False,10591
746,6494471,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1960,M,BRANCA,NAO,19541.48,3148.03,22689.51,False,10592
